cust_id,DOB,Customer Year,Customer Age,Gender,City,Cat _SubCat
266865,15-09-1984,1984,27,M,9,Electronics  Personal Appliances
266866,18-04-1974,1974,39,M,4,Clothing  Women
266866,18-04-1974,1974,37,M,4,Footwear  Kids
266867,24-11-1980,1980,33,F,9,Books  Fiction
266867,24-11-1980,1980,32,F,9,Books  Academic
266867,24-11-1980,1980,31,F,9,Electronics  Audio and video
266867,24-11-1980,1980,31,F,9,Books  Children
266870,21-05-1984,1984,29,F,7,Books  DIY
266870,21-05-1984,1984,29,F,7,Home and kitchen  Kitchen
266870,21-05-1984,1984,28,F,7,Books  Fiction
266870,21-05-1984,1984,28,F,7,Books  Fiction
266872,24-07-1985,1985,26,F,1,Bags  Mens
266872,24-07-1985,1985,26,F,1,Home and kitchen  Kitchen
266875,10-01-1987,1987,25,F,9,Clothing  Kids
266875,10-01-1987,1987,24,F,9,Electronics  Audio and video
266878,20-12-1990,1990,23,M,4,Books  DIY
266878,20-12-1990,1990,23,M,4,Books  Academic
266878,20-12-1990,1990,22,M,4,Electronics  Cameras
266878,20-12-1990,1990,21,M,4,Clothing  Mens
266881,15-12-1985,1985,27,M,6,Footwear  Kids
266881,15-12-1985,1985,27,M,6,Footwear  Kids
266881,15-12-1985,1985,27,M,6,Footwear  Kids
266881,15-12-1985,1985,26,M,6,Books  Comics
266882,27-01-1982,1982,31,M,9,Footwear  Mens
266883,23-07-1984,1984,29,F,10,Electronics  Audio and video
266883,23-07-1984,1984,29,F,10,Electronics  Audio and video
266883,23-07-1984,1984,28,F,10,Clothing  Women
266883,23-07-1984,1984,28,F,10,Electronics  Computers
266883,23-07-1984,1984,28,F,10,Books  DIY
266883,23-07-1984,1984,28,F,10,Books  DIY
266883,23-07-1984,1984,28,F,10,Books  DIY
266883,23-07-1984,1984,28,F,10,Books  DIY
266883,23-07-1984,1984,27,F,10,Books  Comics
266885,26-10-1983,1983,29,M,5,Home and kitchen  Furnishing
266885,26-10-1983,1983,29,M,5,Electronics  Audio and video
266885,26-10-1983,1983,29,M,5,Clothing  Mens
266885,26-10-1983,1983,28,M,5,Footwear  Women
266886,28-02-1971,1971,42,M,1,Clothing  Mens
266887,20-02-1988,1988,25,F,4,Footwear  Women
266887,20-02-1988,1988,24,F,4,Electronics  Cameras
266887,20-02-1988,1988,24,F,4,Books  Comics
266887,20-02-1988,1988,23,F,4,Bags  Women
266888,29-04-1977,1977,36,M,3,Books  Fiction
266888,29-04-1977,1977,34,M,3,Books  Academic
266888,29-04-1977,1977,34,M,3,Books  Fiction
266888,29-04-1977,1977,34,M,3,Footwear  Mens
266889,19-08-1988,1988,25,M,3,Footwear  Women
266891,20-06-1978,1978,35,F,6,Footwear  Kids
266891,20-06-1978,1978,34,F,6,Footwear  Women
266892,13-09-1990,1990,23,M,2,Books  Non-Fiction
266892,13-09-1990,1990,22,M,2,Bags  Women
266892,13-09-1990,1990,21,M,2,Books  DIY
266894,11-05-1976,1976,37,F,3,Electronics  Personal Appliances
266894,11-05-1976,1976,35,F,3,Books  Fiction
266895,12-03-1970,1970,43,M,4,Footwear  Women
266895,12-03-1970,1970,43,M,4,Books  Children
266895,12-03-1970,1970,43,M,4,Electronics  Computers
266895,12-03-1970,1970,43,M,4,Books  DIY
266895,12-03-1970,1970,41,M,4,Footwear  Kids
266895,12-03-1970,1970,41,M,4,Home and kitchen  Bath
266896,14-08-1974,1974,39,F,1,Electronics  Personal Appliances
266896,14-08-1974,1974,38,F,1,Bags  Mens
266896,14-08-1974,1974,37,F,1,Bags  Women
266896,14-08-1974,1974,37,F,1,Bags  Women
266896,14-08-1974,1974,37,F,1,Bags  Mens
266897,29-05-1975,1975,37,F,4,Clothing  Women
266900,27-10-1988,1988,24,M,9,Clothing  Mens
266900,27-10-1988,1988,24,M,9,Clothing  Kids
266900,27-10-1988,1988,23,M,9,Bags  Women
266900,27-10-1988,1988,23,M,9,Bags  Women
266901,08-04-1987,1987,26,F,8,Bags  Mens
266901,08-04-1987,1987,26,F,8,Books  Comics
266901,08-04-1987,1987,25,F,8,Electronics  Cameras
266901,08-04-1987,1987,24,F,8,Footwear  Women
266902,28-08-1992,1992,20,M,7,Books  Children
266902,28-08-1992,1992,19,M,7,Clothing  Kids
266902,28-08-1992,1992,19,M,7,Books  Comics
266903,10-02-1977,1977,36,M,10,Books  Comics
266903,10-02-1977,1977,35,M,10,Bags  Women
266904,21-04-1980,1980,32,F,9,Footwear  Mens
266904,21-04-1980,1980,32,F,9,Bags  Women
266904,21-04-1980,1980,31,F,9,Home and kitchen  Tools
266904,21-04-1980,1980,31,F,9,Home and kitchen  Tools
266904,21-04-1980,1980,31,F,9,Home and kitchen  Tools
266904,21-04-1980,1980,31,F,9,Books  Comics
266906,16-08-1991,1991,22,M,10,Books  DIY
266906,16-08-1991,1991,22,M,10,Books  DIY
266906,16-08-1991,1991,20,M,10,Clothing  Women
266906,16-08-1991,1991,20,M,10,Bags  Mens
266906,16-08-1991,1991,20,M,10,Clothing  Mens
266907,23-03-1992,1992,20,M,10,Bags  Women
266907,23-03-1992,1992,19,M,10,Footwear  Kids
266910,28-09-1988,1988,25,M,6,Books  Academic
266910,28-09-1988,1988,25,M,6,Home and kitchen  Furnishing
266910,28-09-1988,1988,25,M,6,Electronics  Computers
266910,28-09-1988,1988,24,M,6,Clothing  Kids
266910,28-09-1988,1988,24,M,6,Clothing  Women
266910,28-09-1988,1988,23,M,6,Home and kitchen  Bath
266911,16-06-1988,1988,25,F,6,Electronics  Cameras
266911,16-06-1988,1988,23,F,6,Home and kitchen  Bath
266911,16-06-1988,1988,23,F,6,Home and kitchen  Bath
266915,04-03-1979,1979,33,F,5,Electronics  Cameras
266915,04-03-1979,1979,32,F,5,Bags  Mens
266915,04-03-1979,1979,32,F,5,Electronics  Personal Appliances
266915,04-03-1979,1979,32,F,5,Home and kitchen  Furnishing
266916,04-07-1975,1975,38,M,10,Home and kitchen  Furnishing
266916,04-07-1975,1975,38,M,10,Home and kitchen  Furnishing
266916,04-07-1975,1975,38,M,10,Books  Fiction
266916,04-07-1975,1975,37,M,10,Bags  Women
266916,04-07-1975,1975,37,M,10,Footwear  Women
266916,04-07-1975,1975,36,M,10,Home and kitchen  Kitchen
266917,07-05-1976,1976,37,F,8,Footwear  Women
266917,07-05-1976,1976,37,F,8,Home and kitchen  Tools
266917,07-05-1976,1976,36,F,8,Electronics  Mobiles
266917,07-05-1976,1976,35,F,8,Footwear  Mens
266918,23-09-1976,1976,37,M,2,Home and kitchen  Furnishing
266918,23-09-1976,1976,37,M,2,Bags  Women
266919,11-11-1973,1973,40,M,6,Electronics  Computers
266919,11-11-1973,1973,40,M,6,Electronics  Mobiles
266919,11-11-1973,1973,40,M,6,Electronics  Computers
266919,11-11-1973,1973,40,M,6,Home and kitchen  Bath
266919,11-11-1973,1973,39,M,6,Electronics  Cameras
266920,13-05-1979,1979,34,F,1,Footwear  Kids
266920,13-05-1979,1979,33,F,1,Electronics  Mobiles
266920,13-05-1979,1979,33,F,1,Home and kitchen  Bath
266920,13-05-1979,1979,33,F,1,Footwear  Mens
266920,13-05-1979,1979,33,F,1,Footwear  Mens
266920,13-05-1979,1979,33,F,1,Home and kitchen  Tools
266921,26-02-1986,1986,27,F,3,Books  Fiction
266921,26-02-1986,1986,26,F,3,Home and kitchen  Furnishing
266921,26-02-1986,1986,26,F,3,Home and kitchen  Furnishing
266921,26-02-1986,1986,26,F,3,Home and kitchen  Furnishing
266922,21-08-1982,1982,30,F,3,Clothing  Women
266922,21-08-1982,1982,29,F,3,Home and kitchen  Furnishing
266923,07-12-1988,1988,25,M,7,Home and kitchen  Kitchen
266923,07-12-1988,1988,25,M,7,Footwear  Kids
266923,07-12-1988,1988,25,M,7,Footwear  Kids
266923,07-12-1988,1988,25,M,7,Electronics  Personal Appliances
266923,07-12-1988,1988,24,M,7,Home and kitchen  Tools
266927,08-05-1985,1985,26,F,8,Electronics  Cameras
266927,08-05-1985,1985,26,F,8,Electronics  Cameras
266929,15-01-1970,1970,42,M,8,Books  Children
266930,22-05-1989,1989,23,F,8,Home and kitchen  Tools
266930,22-05-1989,1989,22,F,8,Books  Children
266931,29-05-1971,1971,42,F,4,Footwear  Mens
266931,29-05-1971,1971,40,F,4,Books  Children
266931,29-05-1971,1971,40,F,4,Books  Children
266931,29-05-1971,1971,40,F,4,Footwear  Women
266931,29-05-1971,1971,40,F,4,Books  DIY
266931,29-05-1971,1971,40,F,4,Books  DIY
266934,07-06-1974,1974,39,F,4,Electronics  Computers
266934,07-06-1974,1974,38,F,4,Books  Comics
266935,03-10-1983,1983,30,F,1,Clothing  Kids
266935,03-10-1983,1983,30,F,1,Bags  Mens
266935,03-10-1983,1983,28,F,1,Home and kitchen  Kitchen
266936,19-01-1984,1984,28,F,9,Electronics  Mobiles
266936,19-01-1984,1984,28,F,9,Bags  Women
266936,19-01-1984,1984,28,F,9,Electronics  Computers
266937,09-02-1992,1992,21,F,2,Electronics  Audio and video
266937,09-02-1992,1992,21,F,2,Footwear  Women
266937,09-02-1992,1992,20,F,2,Books  Academic
266937,09-02-1992,1992,20,F,2,Books  Academic
266937,09-02-1992,1992,19,F,2,Home and kitchen  Tools
266937,09-02-1992,1992,19,F,2,Books  Non-Fiction
266939,16-07-1989,1989,24,M,10,Bags  Mens
266939,16-07-1989,1989,24,M,10,Clothing  Kids
266939,16-07-1989,1989,23,M,10,Home and kitchen  Furnishing
266939,16-07-1989,1989,23,M,10,Bags  Mens
266939,16-07-1989,1989,23,M,10,Books  Fiction
266939,16-07-1989,1989,23,M,10,Books  Fiction
266939,16-07-1989,1989,22,M,10,Home and kitchen  Furnishing
266940,16-03-1979,1979,34,F,8,Clothing  Women
266940,16-03-1979,1979,34,F,8,Electronics  Personal Appliances
266941,17-08-1990,1990,21,F,6,Home and kitchen  Tools
266942,03-08-1976,1976,37,M,4,Books  Academic
266942,03-08-1976,1976,37,M,4,Home and kitchen  Furnishing
266942,03-08-1976,1976,36,M,4,Books  DIY
266942,03-08-1976,1976,35,M,4,Home and kitchen  Tools
266943,05-06-1981,1981,31,F,9,Books  DIY
266943,05-06-1981,1981,31,F,9,Clothing  Women
266944,13-11-1987,1987,26,F,10,Electronics  Personal Appliances
266944,13-11-1987,1987,24,F,10,Footwear  Women
266944,13-11-1987,1987,24,F,10,Footwear  Women
266945,25-10-1974,1974,39,M,2,Books  Non-Fiction
266945,25-10-1974,1974,39,M,2,Electronics  Mobiles
266945,25-10-1974,1974,38,M,2,Electronics  Cameras
266945,25-10-1974,1974,38,M,2,Books  Fiction
266945,25-10-1974,1974,38,M,2,Footwear  Kids
266945,25-10-1974,1974,37,M,2,Bags  Mens
266945,25-10-1974,1974,37,M,2,Electronics  Audio and video
266945,25-10-1974,1974,37,M,2,Electronics  Audio and video
266950,20-04-1980,1980,33,M,6,Electronics  Computers
266950,20-04-1980,1980,32,M,6,Bags  Women
266950,20-04-1980,1980,31,M,6,Bags  Women
266950,20-04-1980,1980,31,M,6,Bags  Women
266950,20-04-1980,1980,31,M,6,Clothing  Mens
266950,20-04-1980,1980,31,M,6,Electronics  Mobiles
266952,26-06-1975,1975,38,M,1,Books  Non-Fiction
266952,26-06-1975,1975,38,M,1,Home and kitchen  Tools
266952,26-06-1975,1975,37,M,1,Footwear  Mens
266952,26-06-1975,1975,36,M,1,Books  Non-Fiction
266952,26-06-1975,1975,36,M,1,Home and kitchen  Tools
266952,26-06-1975,1975,36,M,1,Footwear  Kids
266953,04-10-1982,1982,31,F,10,Bags  Mens
266953,04-10-1982,1982,31,F,10,Bags  Mens
266953,04-10-1982,1982,31,F,10,Electronics  Computers
266953,04-10-1982,1982,30,F,10,Footwear  Women
266953,04-10-1982,1982,30,F,10,Footwear  Women
266953,04-10-1982,1982,29,F,10,Clothing  Kids
266956,23-02-1977,1977,36,M,7,Home and kitchen  Kitchen
266956,23-02-1977,1977,36,M,7,Home and kitchen  Tools
266957,22-06-1974,1974,39,M,3,Footwear  Mens
266957,22-06-1974,1974,39,M,3,Books  DIY
266957,22-06-1974,1974,39,M,3,Clothing  Mens
266957,22-06-1974,1974,39,M,3,Clothing  Mens
266958,01-02-1988,1988,25,F,9,Electronics  Computers
266958,01-02-1988,1988,25,F,9,Bags  Women
266958,01-02-1988,1988,25,F,9,Bags  Women
266958,01-02-1988,1988,23,F,9,Books  Non-Fiction
266959,13-09-1970,1970,43,F,1,Footwear  Mens
266959,13-09-1970,1970,42,F,1,Clothing  Kids
266959,13-09-1970,1970,42,F,1,Home and kitchen  Tools
266960,05-06-1982,1982,30,F,1,Home and kitchen  Tools
266960,05-06-1982,1982,30,F,1,Electronics  Mobiles
266960,05-06-1982,1982,29,F,1,Bags  Women
266960,05-06-1982,1982,29,F,1,Clothing  Women
266964,13-08-1985,1985,28,M,7,Electronics  Cameras
266964,13-08-1985,1985,27,M,7,Books  Fiction
266966,07-02-1980,1980,33,F,3,Footwear  Women
266966,07-02-1980,1980,33,F,3,Footwear  Women
266966,07-02-1980,1980,33,F,3,Electronics  Cameras
266966,07-02-1980,1980,33,F,3,Electronics  Mobiles
266966,07-02-1980,1980,32,F,3,Books  Fiction
266966,07-02-1980,1980,32,F,3,Books  Fiction
266966,07-02-1980,1980,31,F,3,Books  Children
266966,07-02-1980,1980,31,F,3,Bags  Mens
266966,07-02-1980,1980,31,F,3,Bags  Mens
266972,21-10-1970,1970,43,M,7,Electronics  Audio and video
266972,21-10-1970,1970,43,M,7,Electronics  Computers
266972,21-10-1970,1970,42,M,7,Electronics  Personal Appliances
266972,21-10-1970,1970,42,M,7,Electronics  Cameras
266974,28-10-1979,1979,34,F,1,Books  Academic
266974,28-10-1979,1979,33,F,1,Electronics  Personal Appliances
266975,27-09-1972,1972,41,M,4,Electronics  Computers
266975,27-09-1972,1972,41,M,4,Electronics  Computers
266975,27-09-1972,1972,41,M,4,Books  Fiction
266975,27-09-1972,1972,39,M,4,Books  Academic
266975,27-09-1972,1972,39,M,4,Books  Academic
266976,11-05-1990,1990,23,F,9,Home and kitchen  Tools
266976,11-05-1990,1990,22,F,9,Clothing  Women
266978,04-03-1979,1979,34,M,9,Books  Fiction
266978,04-03-1979,1979,33,M,9,Electronics  Cameras
266980,21-01-1984,1984,29,M,4,Home and kitchen  Bath
266982,22-06-1973,1973,39,M,5,Books  Comics
266986,11-07-1977,1977,36,F,6,Home and kitchen  Kitchen
266986,11-07-1977,1977,36,F,6,Home and kitchen  Tools
266986,11-07-1977,1977,35,F,6,Home and kitchen  Furnishing
266986,11-07-1977,1977,35,F,6,Electronics  Mobiles
266986,11-07-1977,1977,34,F,6,Books  Children
266987,29-09-1991,1991,22,F,10,Books  Children
266987,29-09-1991,1991,21,F,10,Home and kitchen  Furnishing
266987,29-09-1991,1991,20,F,10,Home and kitchen  Furnishing
266987,29-09-1991,1991,20,F,10,Electronics  Personal Appliances
266989,02-08-1989,1989,24,M,9,Electronics  Audio and video
266990,08-04-1984,1984,29,M,1,Electronics  Cameras
266990,08-04-1984,1984,29,M,1,Electronics  Cameras
266990,08-04-1984,1984,27,M,1,Home and kitchen  Furnishing
266991,05-03-1973,1973,39,M,5,Books  Fiction
266992,23-04-1983,1983,30,F,9,Clothing  Mens
266992,23-04-1983,1983,30,F,9,Clothing  Women
266992,23-04-1983,1983,29,F,9,Bags  Women
266992,23-04-1983,1983,28,F,9,Home and kitchen  Tools
266992,23-04-1983,1983,28,F,9,Home and kitchen  Tools
